"","State","Date","horizon","Lower_Quantile","Upper_Quantile","Coverage"
"35%42","New Mexico",2020-10-31,3,953.65,5174.35,0
"40%42","New Mexico",2020-10-31,3,1303,3960.2,0
"45%42","New Mexico",2020-10-31,3,1747.1,3090.8,0
"1%43","New Mexico",2020-10-31,4,729.94,109941.87,1
"2.5%43","New Mexico",2020-10-31,4,1108.975,64501.0749999999,1
"5%43","New Mexico",2020-10-31,4,1443.95,42071.3,1
"10%43","New Mexico",2020-10-31,4,43.9,22743.9,1
"15%43","New Mexico",2020-10-31,4,120.85,12498.4,0
"20%43","New Mexico",2020-10-31,4,249,7221.2,0
"25%43","New Mexico",2020-10-31,4,437,3872.75,0
"30%43","New Mexico",2020-10-31,4,672.1,2255,0
"35%43","New Mexico",2020-10-31,4,953.65,1270.35,0
"40%43","New Mexico",2020-10-31,4,24,683.400000000001,0
"45%43","New Mexico",2020-10-31,4,61,335.45,0
"1%44","New Mexico",2020-11-07,1,5067.94,11841.53,1
"2.5%44","New Mexico",2020-11-07,1,5419.975,11176.075,1
"5%44","New Mexico",2020-11-07,1,5829,10684.2,1
"10%44","New Mexico",2020-11-07,1,6327.9,10047,1
"15%44","New Mexico",2020-11-07,1,6617,9622.45,1
"20%44","New Mexico",2020-11-07,1,6879.2,9300,0
"25%44","New Mexico",2020-11-07,1,7082.75,9034.75,0
"30%44","New Mexico",2020-11-07,1,7275.7,8778.3,0
"35%44","New Mexico",2020-11-07,1,7472,8574.35,0
"40%44","New Mexico",2020-11-07,1,7636.6,8362.4,0
"45%44","New Mexico",2020-11-07,1,7818,8183,0
"1%45","New Mexico",2020-11-07,2,1124.96,25887.16,1
"2.5%45","New Mexico",2020-11-07,2,1637.95,21818.275,1
"5%45","New Mexico",2020-11-07,2,2181.95,19259,1
"10%45","New Mexico",2020-11-07,2,3008.3,16201.3,0
"15%45","New Mexico",2020-11-07,2,3709,14145.75,0
"20%45","New Mexico",2020-11-07,2,4272.8,12789.8,0
"25%45","New Mexico",2020-11-07,2,4833.75,11647.5,0
"30%45","New Mexico",2020-11-07,2,5496.2,10623,0
"35%45","New Mexico",2020-11-07,2,6040.65,9845.75,0
"40%45","New Mexico",2020-11-07,2,6629.2,9125.8,0
"45%45","New Mexico",2020-11-07,2,7210.2,8414.45,0
"1%46","New Mexico",2020-11-07,3,1124.96,64450.07,1
"2.5%46","New Mexico",2020-11-07,3,1637.95,48471.65,1
"5%46","New Mexico",2020-11-07,3,13,36136.25,1
"10%46","New Mexico",2020-11-07,3,76,25185.3,1
"15%46","New Mexico",2020-11-07,3,208,18750.4,1
"20%46","New Mexico",2020-11-07,3,406.8,15048.4,1
"25%46","New Mexico",2020-11-07,3,676.5,12052,0
"30%46","New Mexico",2020-11-07,3,1051.3,9478.2,0
"35%46","New Mexico",2020-11-07,3,1461,7603.10000000001,0
"40%46","New Mexico",2020-11-07,3,2048.6,5906.4,0
"45%46","New Mexico",2020-11-07,3,2775,4661.9,0
"1%47","New Mexico",2020-11-07,4,1124.96,131191.62,1
"2.5%47","New Mexico",2020-11-07,4,1637.95,90641.0749999997,1
"5%47","New Mexico",2020-11-07,4,13,58054.25,1
"10%47","New Mexico",2020-11-07,4,76,30676.1,1
"15%47","New Mexico",2020-11-07,4,208,15538.85,1
"20%47","New Mexico",2020-11-07,4,406.8,8431.8,0
"25%47","New Mexico",2020-11-07,4,676.5,5050.75,0
"30%47","New Mexico",2020-11-07,4,1051.3,3076.7,0
"35%47","New Mexico",2020-11-07,4,13,1674.05,0
"40%47","New Mexico",2020-11-07,4,39,894.400000000001,0
"45%47","New Mexico",2020-11-07,4,91.5500000000002,442.900000000001,0
"1%48","New Mexico",2020-11-14,1,7447.93,16283.01,1
"2.5%48","New Mexico",2020-11-14,1,7943.95,15443.5,0
"5%48","New Mexico",2020-11-14,1,8381.85,14721.2,0
"10%48","New Mexico",2020-11-14,1,8977.7,13874.5,0
"15%48","New Mexico",2020-11-14,1,9372.7,13379.3,0
"20%48","New Mexico",2020-11-14,1,9723.8,12974.2,0
"25%48","New Mexico",2020-11-14,1,10036,12609.25,0
"30%48","New Mexico",2020-11-14,1,10327.7,12325.6,0
"35%48","New Mexico",2020-11-14,1,10579.3,12064,0
"40%48","New Mexico",2020-11-14,1,10801.6,11785,0
"45%48","New Mexico",2020-11-14,1,11032,11529,0
"1%49","New Mexico",2020-11-14,2,2152.73,37493.2,1
"2.5%49","New Mexico",2020-11-14,2,3002.7,31978.1,1
"5%49","New Mexico",2020-11-14,2,3857.9,27659.1,1
"10%49","New Mexico",2020-11-14,2,5132,23158.1,1
"15%49","New Mexico",2020-11-14,2,6097.4,20617.75,1
"20%49","New Mexico",2020-11-14,2,6986.8,18767.4,1
"25%49","New Mexico",2020-11-14,2,7865.75,17286,1
"30%49","New Mexico",2020-11-14,2,8619.7,15733,1
"35%49","New Mexico",2020-11-14,2,9454.65,14570.7,1
"40%49","New Mexico",2020-11-14,2,10269.6,13657.4,0
"45%49","New Mexico",2020-11-14,2,11119.1,12732.15,0
"1%50","New Mexico",2020-11-14,3,2152.73,98022.5900000001,1
"2.5%50","New Mexico",2020-11-14,3,3002.7,75331.1999999999,1
"5%50","New Mexico",2020-11-14,3,49,56755.5,1
"10%50","New Mexico",2020-11-14,3,194.7,41044.2,1
"15%50","New Mexico",2020-11-14,3,469.85,30771.3,1
"20%50","New Mexico",2020-11-14,3,856.4,23972.2,1
"25%50","New Mexico",2020-11-14,3,1369.5,19332.5,1
"30%50","New Mexico",2020-11-14,3,2109.7,15285.4,1
"35%50","New Mexico",2020-11-14,3,3037.6,12328.25,0
"40%50","New Mexico",2020-11-14,3,3999,10005.4,0
"45%50","New Mexico",2020-11-14,3,5110.65,7936,0
"1%51","New Mexico",2020-11-14,4,2152.73,227334.58,1
"2.5%51","New Mexico",2020-11-14,4,3002.7,142544.4,1
"5%51","New Mexico",2020-11-14,4,49,89550,1
"10%51","New Mexico",2020-11-14,4,194.7,47873.3,1
"15%51","New Mexico",2020-11-14,4,469.85,26707.8000000001,1
"20%51","New Mexico",2020-11-14,4,856.4,15876,1
"25%51","New Mexico",2020-11-14,4,1369.5,8997.00000000001,0
"30%51","New Mexico",2020-11-14,4,2109.7,4813,0
"35%51","New Mexico",2020-11-14,4,21,2680.45000000001,0
"40%51","New Mexico",2020-11-14,4,57,1366,0
"45%51","New Mexico",2020-11-14,4,142.55,694.45,0
"1%52","New Mexico",2020-11-21,1,13186.84,38051.93,1
"2.5%52","New Mexico",2020-11-21,1,14338.875,34604.5,1
"5%52","New Mexico",2020-11-21,1,15453,32534.75,0
"10%52","New Mexico",2020-11-21,1,17029.3,30341.3,0
"15%52","New Mexico",2020-11-21,1,18123.8,28814.9,0
"20%52","New Mexico",2020-11-21,1,19026.8,27702.4,0
"25%52","New Mexico",2020-11-21,1,19766.5,26739,0
"30%52","New Mexico",2020-11-21,1,20477.7,25897.6,0
"35%52","New Mexico",2020-11-21,1,21158,25103.75,0
"40%52","New Mexico",2020-11-21,1,21797.8,24411.6,0
"45%52","New Mexico",2020-11-21,1,22427.4,23713.7,0
"1%53","New Mexico",2020-11-21,2,3652.95,86492.54,1
"2.5%53","New Mexico",2020-11-21,2,5134.575,74284.1,1
"5%53","New Mexico",2020-11-21,2,6870.3,63630.95,1
"10%53","New Mexico",2020-11-21,2,9665.2,54407.3,1
"15%53","New Mexico",2020-11-21,2,11852.7,47690.45,1
"20%53","New Mexico",2020-11-21,2,13894.4,43089.2,0
"25%53","New Mexico",2020-11-21,2,15725.75,39463,0
"30%53","New Mexico",2020-11-21,2,17582,36110.3,0
"35%53","New Mexico",2020-11-21,2,19613.3,32857.55,0
"40%53","New Mexico",2020-11-21,2,21490.6,30151.8,0
"45%53","New Mexico",2020-11-21,2,23531.7,27760.2,0
"1%54","New Mexico",2020-11-21,3,3652.95,219694.43,1
"2.5%54","New Mexico",2020-11-21,3,16,165534.15,1
"5%54","New Mexico",2020-11-21,3,77.9,127966.15,1
"10%54","New Mexico",2020-11-21,3,310.7,89241.9,1
"15%54","New Mexico",2020-11-21,3,824,68937.7000000001,1
"20%54","New Mexico",2020-11-21,3,1683.6,54925.8,1
"25%54","New Mexico",2020-11-21,3,2826.75,43134.5,1
"30%54","New Mexico",2020-11-21,3,4255.5,34104.3,1
"35%54","New Mexico",2020-11-21,3,6041.25,27347.3,1
"40%54","New Mexico",2020-11-21,3,8075.6,22311.2,1
"45%54","New Mexico",2020-11-21,3,10932.7,17812.9,1
"1%55","New Mexico",2020-11-21,4,3652.95,503392.740000001,1
"2.5%55","New Mexico",2020-11-21,4,16,312401.824999999,1
"5%55","New Mexico",2020-11-21,4,77.9,189069.9,1
"10%55","New Mexico",2020-11-21,4,310.7,96107.1,1
"15%55","New Mexico",2020-11-21,4,824,51261.25,1
"20%55","New Mexico",2020-11-21,4,1683.6,29314,1
"25%55","New Mexico",2020-11-21,4,2826.75,16714.25,1
"30%55","New Mexico",2020-11-21,4,4255.5,9460.1,0
"35%55","New Mexico",2020-11-21,4,36,4891.95000000001,0
"40%55","New Mexico",2020-11-21,4,107.6,2555.8,0
"45%55","New Mexico",2020-11-21,4,261.55,1269.9,0
"1%56","New Mexico",2020-11-28,1,8906.97,25641.96,1
"2.5%56","New Mexico",2020-11-28,1,9717.8,24052.05,1
"5%56","New Mexico",2020-11-28,1,10653.85,22677,1
"10%56","New Mexico",2020-11-28,1,11749.8,21119.7,1
"15%56","New Mexico",2020-11-28,1,12515.85,20156.9,1
"20%56","New Mexico",2020-11-28,1,13123.6,19297.2,0
"25%56","New Mexico",2020-11-28,1,13671,18591,0
"30%56","New Mexico",2020-11-28,1,14151.7,18021.3,0
"35%56","New Mexico",2020-11-28,1,14610.65,17530.75,0
"40%56","New Mexico",2020-11-28,1,15072.6,16959.4,0
"45%56","New Mexico",2020-11-28,1,15544.55,16479.9,0
"1%57","New Mexico",2020-11-28,2,2511.9,49286.01,1
"2.5%57","New Mexico",2020-11-28,2,3554.9,41846.3,1
"5%57","New Mexico",2020-11-28,2,4875.7,36982.15,1
"10%57","New Mexico",2020-11-28,2,6710.9,31078.3,1
"15%57","New Mexico",2020-11-28,2,7979.85,27631.75,1
"20%57","New Mexico",2020-11-28,2,9092.4,25153.8,1
"25%57","New Mexico",2020-11-28,2,10213.5,23165,1
"30%57","New Mexico",2020-11-28,2,11311.7,21503.9,1
"35%57","New Mexico",2020-11-28,2,12414,20006.05,0
"40%57","New Mexico",2020-11-28,2,13476.2,18509.8,0
"45%57","New Mexico",2020-11-28,2,14688.75,17138.8,0
"1%58","New Mexico",2020-11-28,3,2511.9,116212.14,1
"2.5%58","New Mexico",2020-11-28,3,15,89306.6249999999,1
"5%58","New Mexico",2020-11-28,3,69.95,69600.8,1
"10%58","New Mexico",2020-11-28,3,268.7,47954.9,1
"15%58","New Mexico",2020-11-28,3,616.7,36271.9,1
"20%58","New Mexico",2020-11-28,3,1117,29228.4,1
"25%58","New Mexico",2020-11-28,3,1733.25,24238.5,1
"30%58","New Mexico",2020-11-28,3,2582,19580.8,1
"35%58","New Mexico",2020-11-28,3,3660.3,15962.75,1
"40%58","New Mexico",2020-11-28,3,4927.6,12972.2,1
"45%58","New Mexico",2020-11-28,3,6394.2,10330.45,0
"1%59","New Mexico",2020-11-28,4,2511.9,269967.79,1
"2.5%59","New Mexico",2020-11-28,4,15,171499.875,1
"5%59","New Mexico",2020-11-28,4,69.95,102028.15,1
"10%59","New Mexico",2020-11-28,4,268.7,51375.7,1
"15%59","New Mexico",2020-11-28,4,616.7,28198.65,1
"20%59","New Mexico",2020-11-28,4,1117,16803.2,1
"25%59","New Mexico",2020-11-28,4,1733.25,9414.50000000001,1
"30%59","New Mexico",2020-11-28,4,2582,5159.8,0
"35%59","New Mexico",2020-11-28,4,23,2939,0
"40%59","New Mexico",2020-11-28,4,62,1491.8,0
"45%59","New Mexico",2020-11-28,4,159.55,783.45,0
"1%60","New Mexico",2020-12-05,1,5988.73,19024.33,1
"2.5%60","New Mexico",2020-12-05,1,6674.8,17403.125,1
"5%60","New Mexico",2020-12-05,1,7233.95,16472.2,1
"10%60","New Mexico",2020-12-05,1,8106,15008.6,1
"15%60","New Mexico",2020-12-05,1,8628.7,14188.45,1
"20%60","New Mexico",2020-12-05,1,9100.8,13615,1
"25%60","New Mexico",2020-12-05,1,9476,13054.75,1
"30%60","New Mexico",2020-12-05,1,9859.7,12633.9,1
"35%60","New Mexico",2020-12-05,1,10221.3,12266.35,1
"40%60","New Mexico",2020-12-05,1,10545.6,11907.4,1
"45%60","New Mexico",2020-12-05,1,10886.55,11564.35,1
"1%61","New Mexico",2020-12-05,2,1160.7,31333.07,1
"2.5%61","New Mexico",2020-12-05,2,1739.9,26224.7499999999,1
"5%61","New Mexico",2020-12-05,2,2490.5,22806.7,1
"10%61","New Mexico",2020-12-05,2,3437.1,18953.1,1
"15%61","New Mexico",2020-12-05,2,4193.1,16610.6,1
"20%61","New Mexico",2020-12-05,2,4912.4,14969.4,1
"25%61","New Mexico",2020-12-05,2,5655.75,13641.25,1
"30%61","New Mexico",2020-12-05,2,6312.7,12393.2,1
"35%61","New Mexico",2020-12-05,2,7004.65,11465.7,1
"40%61","New Mexico",2020-12-05,2,7592,10599.4,1
"45%61","New Mexico",2020-12-05,2,8303.65,9766,0
"1%62","New Mexico",2020-12-05,3,1160.7,60128,1
"2.5%62","New Mexico",2020-12-05,3,1739.9,43747.375,1
"5%62","New Mexico",2020-12-05,3,36,33699.95,1
"10%62","New Mexico",2020-12-05,3,157,23634.8,1
"15%62","New Mexico",2020-12-05,3,359.7,18683.5,1
"20%62","New Mexico",2020-12-05,3,618,14779.8,1
"25%62","New Mexico",2020-12-05,3,956.5,11969,1
"30%62","New Mexico",2020-12-05,3,1418.7,9984,1
"35%62","New Mexico",2020-12-05,3,1923.3,7997.05,0
"40%62","New Mexico",2020-12-05,3,2528.2,6546,0
"45%62","New Mexico",2020-12-05,3,3339.65,5275.15,0
"1%63","New Mexico",2020-12-05,4,1160.7,112113.06,1
"2.5%63","New Mexico",2020-12-05,4,1739.9,72014.2249999998,1
"5%63","New Mexico",2020-12-05,4,36,47788.4500000001,1
"10%63","New Mexico",2020-12-05,4,157,24985.6,1
"15%63","New Mexico",2020-12-05,4,359.7,13493.3,1
"20%63","New Mexico",2020-12-05,4,618,7532.6,0
"25%63","New Mexico",2020-12-05,4,956.5,4329.75,0
"30%63","New Mexico",2020-12-05,4,1418.7,2529.5,0
"35%63","New Mexico",2020-12-05,4,1923.3,1485.7,0
"40%63","New Mexico",2020-12-05,4,28.6000000000001,790.600000000002,0
"45%63","New Mexico",2020-12-05,4,77.5500000000002,387.45,0
"1%64","New Mexico",2020-12-12,1,5794.7,15861.1,1
"2.5%64","New Mexico",2020-12-12,1,6338.625,14805.025,1
"5%64","New Mexico",2020-12-12,1,6849.7,13943.1,1
"10%64","New Mexico",2020-12-12,1,7411,12988,1
"15%64","New Mexico",2020-12-12,1,7872.85,12378.45,1
"20%64","New Mexico",2020-12-12,1,8253.8,11893.2,1
"25%64","New Mexico",2020-12-12,1,8556.5,11545,1
"30%64","New Mexico",2020-12-12,1,8866,11197.7,1
"35%64","New Mexico",2020-12-12,1,9158,10850.35,1
"40%64","New Mexico",2020-12-12,1,9435,10569.4,0
"45%64","New Mexico",2020-12-12,1,9736.2,10264,0
"1%65","New Mexico",2020-12-12,2,1078.97,25020.55,1
"2.5%65","New Mexico",2020-12-12,2,1657.9,21508.075,1
"5%65","New Mexico",2020-12-12,2,2252.35,18724.1,1
"10%65","New Mexico",2020-12-12,2,3133.9,15922.7,1
"15%65","New Mexico",2020-12-12,2,3842.85,14171,1
"20%65","New Mexico",2020-12-12,2,4403.8,12813.6,1
"25%65","New Mexico",2020-12-12,2,4995,11699.25,1
"30%65","New Mexico",2020-12-12,2,5528.5,10755,1
"35%65","New Mexico",2020-12-12,2,6201.6,9997.4,1
"40%65","New Mexico",2020-12-12,2,6727.6,9264.00000000001,1
"45%65","New Mexico",2020-12-12,2,7308.1,8526.45,1
"1%66","New Mexico",2020-12-12,3,1078.97,50782.1100000001,1
"2.5%66","New Mexico",2020-12-12,3,1657.9,40453.0499999999,1
"5%66","New Mexico",2020-12-12,3,34.95,30981.4,1
"10%66","New Mexico",2020-12-12,3,142,21502.5000000001,1
"15%66","New Mexico",2020-12-12,3,318,16202.3,1
"20%66","New Mexico",2020-12-12,3,558.6,13126.2,1
"25%66","New Mexico",2020-12-12,3,845.75,10573.25,1
"30%66","New Mexico",2020-12-12,3,1258.6,8736.9,1
"35%66","New Mexico",2020-12-12,3,1768.3,7147.4,0
"40%66","New Mexico",2020-12-12,3,2364.6,5868.8,0
"45%66","New Mexico",2020-12-12,3,3052.55,4767.25,0
"1%67","New Mexico",2020-12-12,4,1078.97,94065.3600000003,1
"2.5%67","New Mexico",2020-12-12,4,1657.9,68140.4749999999,1
"5%67","New Mexico",2020-12-12,4,34.95,41114.9500000001,1
"10%67","New Mexico",2020-12-12,4,142,21425.5,1
"15%67","New Mexico",2020-12-12,4,318,12214.2,1
"20%67","New Mexico",2020-12-12,4,558.6,7001.2,0
"25%67","New Mexico",2020-12-12,4,845.75,4202.50000000001,0
"30%67","New Mexico",2020-12-12,4,1258.6,2513.5,0
"35%67","New Mexico",2020-12-12,4,12,1393.4,0
"40%67","New Mexico",2020-12-12,4,34,800.800000000001,0
"45%67","New Mexico",2020-12-12,4,79.5500000000002,415.900000000001,0
"1%68","New Mexico",2020-12-19,1,5550.72,15888.37,1
"2.5%68","New Mexico",2020-12-19,1,5985.975,15023.125,1
"5%68","New Mexico",2020-12-19,1,6431.95,13953.3,1
"10%68","New Mexico",2020-12-19,1,7134,12916,1
"15%68","New Mexico",2020-12-19,1,7565,12255.3,1
"20%68","New Mexico",2020-12-19,1,7929.2,11790.6,1
"25%68","New Mexico",2020-12-19,1,8281,11363.75,1
"30%68","New Mexico",2020-12-19,1,8573.7,11015.9,0
"35%68","New Mexico",2020-12-19,1,8846,10672.35,0
"40%68","New Mexico",2020-12-19,1,9146.6,10372,0
"45%68","New Mexico",2020-12-19,1,9465.55,10064,0
"1%69","New Mexico",2020-12-19,2,1257.93,26991.15,1
"2.5%69","New Mexico",2020-12-19,2,1904.825,22990.925,1
"5%69","New Mexico",2020-12-19,2,2475,20070.75,1
"10%69","New Mexico",2020-12-19,2,3321,16915.1,1
"15%69","New Mexico",2020-12-19,2,4026,15002.1,1
"20%69","New Mexico",2020-12-19,2,4663,13573.4,1
"25%69","New Mexico",2020-12-19,2,5330.5,12347.25,1
"30%69","New Mexico",2020-12-19,2,5900.7,11348.8,1
"35%69","New Mexico",2020-12-19,2,6562.55,10530.5,1
"40%69","New Mexico",2020-12-19,2,7152,9703.4,1
"45%69","New Mexico",2020-12-19,2,7767.55,9052.15,1
"1%70","New Mexico",2020-12-19,3,1257.93,55846.82,1
"2.5%70","New Mexico",2020-12-19,3,16,42914.025,1
"5%70","New Mexico",2020-12-19,3,52,33382.7,1
"10%70","New Mexico",2020-12-19,3,237.9,23951.9,1
"15%70","New Mexico",2020-12-19,3,471,18886,1
"20%70","New Mexico",2020-12-19,3,787,15222.6,1
"25%70","New Mexico",2020-12-19,3,1172,12563.75,1
"30%70","New Mexico",2020-12-19,3,1626,10287.5,1
"35%70","New Mexico",2020-12-19,3,2214.65,8576.4,0
"40%70","New Mexico",2020-12-19,3,2831.2,7024.80000000001,0
"45%70","New Mexico",2020-12-19,3,3593.55,5754.4,0
"1%71","New Mexico",2020-12-19,4,1257.93,120757.860000001,1
"2.5%71","New Mexico",2020-12-19,4,16,78126.375,1
"5%71","New Mexico",2020-12-19,4,52,49625.6,1
"10%71","New Mexico",2020-12-19,4,237.9,26709,1
"15%71","New Mexico",2020-12-19,4,471,14823.85,1
"20%71","New Mexico",2020-12-19,4,787,8978.2,1
"25%71","New Mexico",2020-12-19,4,1172,5442.00000000001,0
"30%71","New Mexico",2020-12-19,4,1626,3185.1,0
"35%71","New Mexico",2020-12-19,4,18,1766.4,0
"40%71","New Mexico",2020-12-19,4,45,961.800000000001,0
"45%71","New Mexico",2020-12-19,4,109,475.900000000001,0
"1%72","New Mexico",2020-12-26,1,4370.95,11408.07,1
"2.5%72","New Mexico",2020-12-26,1,4729.975,10567.05,1
"5%72","New Mexico",2020-12-26,1,5090,9952.15,1
"10%72","New Mexico",2020-12-26,1,5527,9314,1
"15%72","New Mexico",2020-12-26,1,5816,8879,1
"20%72","New Mexico",2020-12-26,1,6071.8,8553.2,1
"25%72","New Mexico",2020-12-26,1,6295,8288,1
"30%72","New Mexico",2020-12-26,1,6477.4,8042.3,0
"35%72","New Mexico",2020-12-26,1,6652.65,7838,0
"40%72","New Mexico",2020-12-26,1,6844,7626.2,0
"45%72","New Mexico",2020-12-26,1,7040.1,7413.45,0
"1%73","New Mexico",2020-12-26,2,1005.99,18767.66,1
"2.5%73","New Mexico",2020-12-26,2,1386.95,15650.5,1
"5%73","New Mexico",2020-12-26,2,1867.5,13912.2,1
"10%73","New Mexico",2020-12-26,2,2495,11618.4,1
"15%73","New Mexico",2020-12-26,2,2982,10211.65,1
"20%73","New Mexico",2020-12-26,2,3455.2,9298.4,0
"25%73","New Mexico",2020-12-26,2,3902,8533.75,0
"30%73","New Mexico",2020-12-26,2,4325.4,7836.3,0
"35%73","New Mexico",2020-12-26,2,4686.3,7267.35,0
"40%73","New Mexico",2020-12-26,2,5043.2,6760.8,0
"45%73","New Mexico",2020-12-26,2,5468.55,6336.45,0
"1%74","New Mexico",2020-12-26,3,1005.99,37040.7300000001,1
"2.5%74","New Mexico",2020-12-26,3,1386.95,29298.875,1
"5%74","New Mexico",2020-12-26,3,38,22949.2,1
"10%74","New Mexico",2020-12-26,3,151,16356.2,1
"15%74","New Mexico",2020-12-26,3,299,12542.4,1
"20%74","New Mexico",2020-12-26,3,512,10048,1
"25%74","New Mexico",2020-12-26,3,768.5,8251.25000000001,1
"30%74","New Mexico",2020-12-26,3,1094.7,6697.8,0
"35%74","New Mexico",2020-12-26,3,1414,5482.4,0
"40%74","New Mexico",2020-12-26,3,1841.2,4415.4,0
"45%74","New Mexico",2020-12-26,3,2355.55,3590.45,0
"1%75","New Mexico",2020-12-26,4,1005.99,68738.6000000001,1
"2.5%75","New Mexico",2020-12-26,4,1386.95,43787.9,1
"5%75","New Mexico",2020-12-26,4,38,29817.9,1
"10%75","New Mexico",2020-12-26,4,151,15907.3,1
"15%75","New Mexico",2020-12-26,4,299,9140.20000000002,1
"20%75","New Mexico",2020-12-26,4,512,5426.20000000001,0
"25%75","New Mexico",2020-12-26,4,768.5,3074.25000000002,0
"30%75","New Mexico",2020-12-26,4,1094.7,1901,0
"35%75","New Mexico",2020-12-26,4,11,1098.35,0
"40%75","New Mexico",2020-12-26,4,30,628.800000000001,0
"45%75","New Mexico",2020-12-26,4,76,331.800000000001,0
"1%76","New Mexico",2021-01-02,1,4403.97,11364.2,1
"2.5%76","New Mexico",2021-01-02,1,4695.725,10659.15,1
"5%76","New Mexico",2021-01-02,1,5062.75,10056.2,1
"10%76","New Mexico",2021-01-02,1,5582.9,9428.1,0
"15%76","New Mexico",2021-01-02,1,5884,8996.15,0
"20%76","New Mexico",2021-01-02,1,6135.4,8682,0
"25%76","New Mexico",2021-01-02,1,6376,8419.75,0
"30%76","New Mexico",2021-01-02,1,6597.8,8175.3,0
"35%76","New Mexico",2021-01-02,1,6807,7941,0
"40%76","New Mexico",2021-01-02,1,6991,7743,0
"45%76","New Mexico",2021-01-02,1,7170.1,7544.45,0
"1%77","New Mexico",2021-01-02,2,1076.99,19621.33,1
"2.5%77","New Mexico",2021-01-02,2,1533.95,16535.175,1
"5%77","New Mexico",2021-01-02,2,1975.85,14249.9,1
"10%77","New Mexico",2021-01-02,2,2643.9,12167.1,1
"15%77","New Mexico",2021-01-02,2,3121.85,10804,1
"20%77","New Mexico",2021-01-02,2,3599.8,9781.8,1
"25%77","New Mexico",2021-01-02,2,4054.5,8960,1
"30%77","New Mexico",2021-01-02,2,4482.1,8360.3,1
"35%77","New Mexico",2021-01-02,2,4920.65,7754.7,0
"40%77","New Mexico",2021-01-02,2,5314.6,7209.6,0
"45%77","New Mexico",2021-01-02,2,5767.55,6716.35,0
"1%78","New Mexico",2021-01-02,3,1076.99,39329.11,1
"2.5%78","New Mexico",2021-01-02,3,19,29840.275,1
"5%78","New Mexico",2021-01-02,3,58,22678.85,1
"10%78","New Mexico",2021-01-02,3,199.9,16464.5,1
"15%78","New Mexico",2021-01-02,3,402,13036.6,1
"20%78","New Mexico",2021-01-02,3,645.6,10508,1
"25%78","New Mexico",2021-01-02,3,968,8580.75,1
"30%78","New Mexico",2021-01-02,3,1297,7214.9,1
"35%78","New Mexico",2021-01-02,3,1743,6030.75,1
"40%78","New Mexico",2021-01-02,3,2144.6,4921.6,0
"45%78","New Mexico",2021-01-02,3,2665.2,4049,0
"1%79","New Mexico",2021-01-02,4,1076.99,75208.6400000001,1
"2.5%79","New Mexico",2021-01-02,4,19,45310.575,1
"5%79","New Mexico",2021-01-02,4,58,29807.1,1
"10%79","New Mexico",2021-01-02,4,199.9,17323.9,1
"15%79","New Mexico",2021-01-02,4,402,10913.9,1
"20%79","New Mexico",2021-01-02,4,645.6,6406.4,1
"25%79","New Mexico",2021-01-02,4,968,3987.75,0
"30%79","New Mexico",2021-01-02,4,1297,2389.5,0
"35%79","New Mexico",2021-01-02,4,21,1354.35,0
"40%79","New Mexico",2021-01-02,4,49,743.400000000001,0
"45%79","New Mexico",2021-01-02,4,109.55,412,0
"1%80","New Mexico",2021-01-09,1,5540.93,14704.19,1
"2.5%80","New Mexico",2021-01-09,1,6002.925,13854.475,1
"5%80","New Mexico",2021-01-09,1,6508,13019.3,1
"10%80","New Mexico",2021-01-09,1,7057.3,12162.1,1
"15%80","New Mexico",2021-01-09,1,7455,11596.75,1
"20%80","New Mexico",2021-01-09,1,7822.6,11141.2,1
"25%80","New Mexico",2021-01-09,1,8106.25,10756.25,0
"30%80","New Mexico",2021-01-09,1,8390,10462,0
"35%80","New Mexico",2021-01-09,1,8650.65,10149,0
"40%80","New Mexico",2021-01-09,1,8874,9879,0
"45%80","New Mexico",2021-01-09,1,9154.55,9627,0
"1%81","New Mexico",2021-01-09,2,1559.91,25698.2,1
"2.5%81","New Mexico",2021-01-09,2,2251.875,22086.2,1
"5%81","New Mexico",2021-01-09,2,2840.75,19436.45,1
"10%81","New Mexico",2021-01-09,2,3767.9,16567.7,1
"15%81","New Mexico",2021-01-09,2,4459.7,14971.6,1
"20%81","New Mexico",2021-01-09,2,5118.8,13540.8,1
"25%81","New Mexico",2021-01-09,2,5773.5,12432,0
"30%81","New Mexico",2021-01-09,2,6346.1,11583.8,0
"35%81","New Mexico",2021-01-09,2,6902.3,10863.05,0
"40%81","New Mexico",2021-01-09,2,7540,10051.2,0
"45%81","New Mexico",2021-01-09,2,8091.65,9364.45,0
"1%82","New Mexico",2021-01-09,3,1559.91,52759.72,1
